"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"ENSMUSG00000031568.17" 0.463845341177782 3.88447932859321 3.48863127361484 0.00281988278856657 0.00804016166987989 -2.3598747187427
"ENSMUSG00000047777.10" -0.660917214932031 3.19326799411366 -3.48747164838082 0.00282697374978767 0.00805678129337374 -2.18767196600403
"ENSMUSG00000037656.10" -0.591970157085439 4.22434039262944 -3.48745341184012 0.00282708540524521 0.00805678129337374 -2.4334338169635
"ENSMUSG00000007038.6" 0.242416882362646 6.34805805609846 3.48719523264402 0.00282866660904819 0.00805932944477418 -3.01104825564871
"ENSMUSG00000038332.14" 0.396441485255871 4.87264621798744 3.48694915470657 0.0028301745169057 0.00806166757729575 -2.66332003099331
"ENSMUSG00000033423.17" 0.409111150957914 4.38175697569678 3.48670986195771 0.00283164161232659 0.00806388834974287 -2.52811174785455
"ENSMUSG00000075705.14" 0.195551202527508 8.49721114923063 3.48622327225503 0.0028346272065171 0.0080704313428266 -3.32919518272429
"ENSMUSG00000024773.16" -0.254170636291432 6.65760324704331 -3.48592505096417 0.00283645856362368 0.00807368574406838 -3.08853947041844
"ENSMUSG00000040661.7" 0.557617312380084 4.79711427180067 3.48485961388812 0.00284301094483488 0.00809037321273971 -2.59185683238601
"ENSMUSG00000077440.3" -1.06602348109923 1.37043183110392 -3.48406948511851 0.00284787989983131 0.00810226321247181 -1.72534225008343
"ENSMUSG00000029434.13" 0.284592523241773 6.24324699333508 3.48325112191541 0.00285293157178559 0.00811466715253271 -3.03097326108674
"ENSMUSG00000024943.10" -0.281935791936824 6.17374897592781 -3.48302855919484 0.00285430696700328 0.00811661108435113 -2.98950866290858
"ENSMUSG00000038544.15" -0.325387387158043 5.57074705939035 -3.48279245884393 0.00285576674194553 0.00811879396098427 -2.84807222942457
"ENSMUSG00000042426.7" -0.344133477910708 5.15050573507073 -3.48186674856996 0.00286149743231577 0.00813311482458541 -2.67476253637719
"ENSMUSG00000037262.8" -0.365024092652009 4.94070763785495 -3.48149967064573 0.00286377302084175 0.00813761083683955 -2.67774791986407
"ENSMUSG00000038843.19" 0.486581766065014 5.7915950890715 3.48117041530585 0.00286581566839357 0.00814144291360054 -2.85246115117827
"ENSMUSG00000026349.15" -0.248558724564344 6.78611124049323 -3.48023460952514 0.00287162916052454 0.00815598306366897 -3.12645593056636
"ENSMUSG00000040565.9" -0.22413413104906 6.92867816874822 -3.47965732253262 0.00287522127008333 0.00816420854468106 -3.16833594128384
"ENSMUSG00000074794.11" -0.499665293903797 8.4530374526677 -3.479293749672 0.00287748585457407 0.00816777301103606 -3.29594302301737
"ENSMUSG00000025860.16" -0.188309804687542 8.10908291916741 -3.4792322308316 0.00287786921181688 0.00816777301103606 -3.30635613246946
"ENSMUSG00000031879.15" -0.493519413633968 3.97992615035714 -3.47910623924281 0.00287865449198908 0.00816802544533911 -2.41589857068261
"ENSMUSG00000059555.7" -0.285754835234225 6.57377131085024 -3.47896403755674 0.00287954106200837 0.00816856509246873 -3.10533015388068
"ENSMUSG00000091512.6" 0.364166255915901 5.34382971955089 3.47870497126856 0.00288115693248442 0.00817117282834677 -2.84114060278819
"ENSMUSG00000068394.5" -0.546995021358935 4.1573318600054 -3.47840009369688 0.00288305969423882 0.00817459275161261 -2.45059258119681
"ENSMUSG00000032397.8" -0.964451470507476 2.83177089628638 -3.4779671231071 0.00288576403752453 0.00818028326731822 -1.9489548632806
"ENSMUSG00000005510.10" 0.48416975256958 4.641165624258 3.47751724116051 0.00288857667757639 0.00818627794828968 -2.53635241268309
"ENSMUSG00000031821.12" -1.49405067070919 1.33882357519937 -3.47490193298052 0.00290498144015609 0.00823028577349666 -1.65549537372612
"ENSMUSG00000026005.16" 0.338163815022054 5.5537761124432 3.4748181682973 0.00290550838772802 0.00823028577349666 -2.78856838450462
"ENSMUSG00000020740.14" -0.232528813458952 6.40558126636226 -3.47406609785149 0.00291024377148545 0.00824170918385425 -3.08544437295965
"ENSMUSG00000029101.17" -1.66526705123386 0.643180150104001 -3.47290146988541 0.00291759193127429 0.00826052458456371 -1.5922527376208
"ENSMUSG00000026024.15" -0.418116559505359 4.52758840306163 -3.47219036997857 0.00292208763228009 0.00827125673905536 -2.54724800517721
"ENSMUSG00000070369.14" -2.17574993925998 -0.790673634635352 -3.47194443343611 0.00292364408704637 0.00827366589651481 -1.53450721423329
"ENSMUSG00000020592.16" -1.39325947735898 2.41452248259947 -3.47156021754229 0.00292607731546479 0.00827855448876072 -1.82085932321542
"ENSMUSG00000097471.11" 0.950622823087904 2.44748918672382 3.47134035369067 0.00292747061120889 0.0082790870917875 -1.96308172997582
"ENSMUSG00000056268.16" 0.39584153174891 5.84482167124712 3.47130776658258 0.00292767717448717 0.0082790870917875 -2.925947949512
"ENSMUSG00000042348.11" 0.666534244508266 3.93559875368003 3.47069410137066 0.00293156978042255 0.00828809677617655 -2.20580276672477
"ENSMUSG00000034656.19" -1.47430374195412 0.696681833493107 -3.47019620029124 0.0029347318451525 0.00829216602550203 -1.63888440094309
"ENSMUSG00000079298.10" -2.19414620140806 -0.380576107868071 -3.47018065741184 0.00293483060917333 0.00829216602550203 -1.54291483872653
"ENSMUSG00000020787.15" 0.803260791251063 2.38338091692698 3.47013356523663 0.00293512986682732 0.00829216602550203 -1.91582092457351
"ENSMUSG00000035769.10" 1.36780485899534 1.24902788438974 3.46953984177631 0.00293890541320403 0.0083008332523196 -1.65539045593203
"ENSMUSG00000032593.6" 1.11403900136881 1.51291206619998 3.4683583792398 0.00294643279693634 0.00832009068561947 -1.70890896838661
"ENSMUSG00000035268.15" 0.548390748217349 4.87416526919977 3.4671541022378 0.00295412523099357 0.00833980480374357 -2.61906106862484
"ENSMUSG00000038718.16" -0.492244587729619 4.22425312092744 -3.46635304571329 0.00295925309153434 0.00835227111734788 -2.47077913798274
"ENSMUSG00000034075.11" -0.238482138628594 6.97990386551015 -3.4660628566392 0.00296111287861986 0.00835550975853042 -3.17624952332383
"ENSMUSG00000016831.13" 0.226413611149859 6.86225013270881 3.46453628095041 0.00297091563849299 0.00838115450685974 -3.15119208135536
"ENSMUSG00000020186.8" 0.572514309897682 3.27255894675412 3.46315611689041 0.00297980594743072 0.00840421345596595 -2.30259262709204
"ENSMUSG00000025607.16" 0.27337567499969 6.12412315392841 3.46178719289566 0.0029886499320918 0.00842713069794154 -3.00468661263978
"ENSMUSG00000037548.16" -1.461108882083 3.51719260840368 -3.45842509415408 0.003010481593952 0.00848664962678611 -2.24133334070543
"ENSMUSG00000034430.17" 0.598002992981551 4.18616913389703 3.45772865080073 0.00301502366853325 0.00849741173279555 -2.47071946100511
"ENSMUSG00000050812.19" 0.23877291752521 6.89351996618939 3.45676832661767 0.00302129787881479 0.00851304927179857 -3.17212071012933
"ENSMUSG00000027293.14" 0.207634624892815 8.53519497414632 3.45584096301576 0.00302736903788895 0.00852738271419085 -3.40799432573162
"ENSMUSG00000032333.7" 0.685781342232563 3.9966951883116 3.45576928579287 0.00302783878982139 0.00852738271419085 -2.37733604756213
"ENSMUSG00000045098.20" -0.248457904152022 6.856619158691 -3.45424482695651 0.00303784679771724 0.00855351486731234 -3.2079721069312
"ENSMUSG00000033287.18" 0.459362691814259 4.41436680082059 3.45188939225121 0.00305337468956709 0.00859517281224429 -2.57570091271717
"ENSMUSG00000070002.8" 0.286137358179255 5.88814508432047 3.4498644557027 0.00306678673823627 0.00863085615151426 -3.00488298550828
"ENSMUSG00000001986.17" 0.927511511482023 2.30471690899268 3.449071193745 0.00307205677857565 0.00864361381930736 -1.97802468016898
"ENSMUSG00000009291.14" -0.229900951299626 6.75217385802155 -3.44866140155589 0.00307478275318832 0.00864920903954411 -3.18910464404
"ENSMUSG00000017756.10" 0.523486022355609 4.3829353494467 3.4478537596572 0.00308016228591204 0.00866226411262246 -2.59685312689822
"ENSMUSG00000032353.10" 0.334385257028032 5.07227169318458 3.44744140387127 0.00308291249989546 0.00866792033168115 -2.79482842648247
"ENSMUSG00000025887.11" 1.69987144929119 0.708292774127388 3.44617607837664 0.00309136682248714 0.00868960767499981 -1.69142224787718
"ENSMUSG00000019173.12" -0.206951103807567 8.24120899714151 -3.4460316109235 0.00309233354891229 0.00869024257995716 -3.38625625046384
"ENSMUSG00000023169.16" -0.190102498930784 7.95323689510967 -3.44498536287978 0.00309934363463075 0.00870785648723801 -3.3660720465848
"ENSMUSG00000075273.5" 1.70037673249881 0.82411896206759 3.44411505888777 0.00310518686371295 0.00872023144826865 -1.62501910709242
"ENSMUSG00000022428.9" 0.958999544915405 2.5864792095297 3.44410789344902 0.00310523501785321 0.00872023144826865 -1.93598564707393
"ENSMUSG00000025035.10" 0.701268219499478 3.24161854740708 3.44322907596496 0.0031111465836101 0.00873474136566455 -2.17157517714322
"ENSMUSG00000006932.18" 0.197412795809658 8.08332778060303 3.44294763651051 0.00311304210855537 0.00873797174763208 -3.39256654724949
"ENSMUSG00000029053.17" -2.09127252106995 -1.47375296839459 -3.4427486401411 0.00311438306162466 0.00873915045167874 -1.60306710490894
"ENSMUSG00000105906.2" -3.41923775720004 -0.897130339577057 -3.4425555874013 0.00311568451047986 0.00873915045167874 -1.62222986775969
"ENSMUSG00000025162.19" -0.212762850710413 7.27177708884897 -3.44255371769941 0.00311569711755503 0.00873915045167874 -3.27715055880198
"ENSMUSG00000004268.12" 0.30564716208205 5.50084187082033 3.44100063997724 0.00312618674362739 0.00876595000537598 -2.88340576026463
"ENSMUSG00000031708.18" 0.258622913451823 6.71299832058921 3.44091792906621 0.00312674636167887 0.00876595000537598 -3.20001821314987
"ENSMUSG00000029056.14" -0.30751502312018 5.37266072022814 -3.44040801174491 0.00313019863249433 0.00877353165093394 -2.90305576990923
"ENSMUSG00000005364.12" -3.05385388543791 -1.07687483062073 -3.43846650742781 0.00314337774120246 0.00880836619787502 -1.6296453341994
"ENSMUSG00000073739.5" -1.48295235015691 1.29899785136199 -3.43791240667852 0.00314714910954875 0.0088168280523064 -1.75765968961432
"ENSMUSG00000026489.14" 1.07997043934726 2.55285275466421 3.43752912200708 0.00314976047950514 0.00882203687311253 -2.0341106334061
"ENSMUSG00000007029.17" -0.319579066493028 7.39025577629604 -3.4371050605103 0.00315265217095503 0.00882802816073108 -3.29483990268645
"ENSMUSG00000130450.1" -1.1629028113694 0.563395531535166 -3.43686960384743 0.00315425889523414 0.00882873264518592 -1.69363388155835
"ENSMUSG00000015112.16" 0.655710573482524 3.82432529291717 3.43679865030545 0.00315474323173995 0.00882873264518592 -2.30080003741505
"ENSMUSG00000021134.18" -0.180838270931925 9.07029447610019 -3.436737348581 0.00315516174327531 0.00882873264518592 -3.4968675960893
"ENSMUSG00000022241.7" 0.328154502104272 5.65614141830249 3.43613776801375 0.00315925802877966 0.00883808649596598 -2.95997442630708
"ENSMUSG00000013495.16" -0.432684741907831 4.38280890370228 -3.43554044733947 0.00316334411785213 0.00884740736824166 -2.61194113183577
"ENSMUSG00000002297.17" -0.59152262494624 3.37040764725767 -3.43541440212317 0.00316420702410654 0.0088477111782526 -2.31742810867618
"ENSMUSG00000005371.16" -0.226075760339583 6.4759444285388 -3.43418224113656 0.00317265470604075 0.00886921823209198 -3.15725575745712
"ENSMUSG00000026580.17" 1.78004941233327 -0.0633566867511948 3.43329019107305 0.00317878454128512 0.00888423699530009 -1.62163441776626
"ENSMUSG00000105339.2" 1.18633437085134 -0.135472139979597 3.43252886373535 0.00318402538421205 0.00889676459190265 -1.75510788111527
"ENSMUSG00000034413.15" 1.12541382189232 2.42477095162557 3.43219407115902 0.00318633274797561 0.00890109148219908 -1.93343245936086
"ENSMUSG00000030357.11" -0.292926385397392 6.05724586395097 -3.43160720782151 0.00319038136351873 0.00891027937954161 -3.05112796953166
"ENSMUSG00000026942.14" -0.497610934681185 4.87302210543804 -3.43091947703726 0.00319513232709773 0.00892142399353878 -2.7495867793123
"ENSMUSG00000019579.14" 0.451318496993991 5.14674857427932 3.4307667257407 0.0031961885110516 0.00892224922290225 -2.78575887663134
"ENSMUSG00000033557.18" -0.307243662849009 6.18440773732828 -3.42995946080745 0.00320177601601285 0.00893572035875108 -3.10074627404566
"ENSMUSG00000020798.15" 1.05405855155595 1.62901500291013 3.4288296861123 0.00320961204188047 0.0089554589084819 -1.80670499938497
"ENSMUSG00000055200.8" 0.518199987595833 4.17186552231625 3.42625350011745 0.00322755142511173 0.00900337175185744 -2.42755332010482
"ENSMUSG00000021764.9" 0.450683237314701 4.33170892852368 3.42572123829084 0.00323127022276881 0.00900940615190213 -2.55848186465193
"ENSMUSG00000037958.14" -0.291299532240023 5.51053022153898 -3.42563785126497 0.00323185321444466 0.00900940615190213 -2.93414619277748
"ENSMUSG00000025612.6" 0.193507464114743 8.95743446838118 3.42561416292458 0.003232018848014 0.00900940615190213 -3.52204783152221
"ENSMUSG00000001229.10" 0.242718321423384 6.34491908924591 3.4253705764116 0.00323372254132289 0.00901201363975231 -3.15251963521748
"ENSMUSG00000020903.14" 0.400497296243289 4.5566230296193 3.42485527178522 0.00323732961977871 0.00901992314489412 -2.63053045325784
"ENSMUSG00000050357.10" -1.5608665234504 1.0693351237907 -3.42456560281394 0.00323935902283007 0.0090234341813813 -1.80524342290687
"ENSMUSG00000044018.4" 0.608775557593443 3.68156096378969 3.42411495747482 0.00324251872328238 0.00902985303993636 -2.30299550451393
"ENSMUSG00000118210.4" -2.08964331914765 0.434138323629055 -3.4240174253869 0.00324320297163273 0.00902985303993636 -1.62212137253494
"ENSMUSG00000020721.17" -0.244368455407785 6.12461042741345 -3.42349516414234 0.0032468693950811 0.00903791599532542 -3.12943631947066
"ENSMUSG00000039461.13" -0.559464181656098 3.53556692625841 -3.42318596659607 0.0032490419859509 0.00904181791108043 -2.39873703197425
"ENSMUSG00000036208.14" 0.413573075696123 4.53022300289822 3.42254811157725 0.00325352845652364 0.00905215578629562 -2.67214652011879
"ENSMUSG00000032228.17" 0.313713667347769 5.5313570000811 3.42201375094619 0.00325729170601975 0.00906047704804639 -2.96199748773291
"ENSMUSG00000009535.14" 0.381929283827395 5.01141746896833 3.42088676965742 0.00326524265097452 0.00908044008912546 -2.78127166563451
"ENSMUSG00000109243.2" 0.561425545372898 4.22576232730043 3.4191104778304 0.00327781359775116 0.00911323856402491 -2.53000824791781
"ENSMUSG00000034111.7" 0.37283062825091 4.99595314687264 3.41762507146144 0.00328836273814702 0.00914040163944658 -2.70505214323179
"ENSMUSG00000027318.18" 1.78655007858083 -0.804565979258254 3.41618966668258 0.00329858873325464 0.00916665383583913 -1.63988868981184
"ENSMUSG00000025432.12" -2.60687646317975 -0.257176962734768 -3.41585304051607 0.00330099145566445 0.00917115816554807 -1.66011410768077
"ENSMUSG00000022721.20" -0.268440165136465 6.00592644876573 -3.41430766529601 0.00331204408701491 0.00919968674891898 -3.12019531006708
"ENSMUSG00000010607.9" 0.832393566084122 2.75120881230251 3.41419215696194 0.0033128716818249 0.00919980701415864 -2.05617465110784
"ENSMUSG00000041774.17" 1.66316063512205 1.15112530143182 3.41405593047848 0.00331384798145772 0.00920034007633113 -1.69871373502155
"ENSMUSG00000062232.15" -0.278713005289057 6.13524899249192 -3.41358439407997 0.00331722956117288 0.0092075491605674 -3.11428359556144
"ENSMUSG00000023971.10" -0.339348164923031 4.81248072578907 -3.4134210057953 0.0033184020824983 0.00920862465760706 -2.81163713180771
"ENSMUSG00000027677.18" -0.224867358107892 6.89172510637028 -3.41194001206376 0.00332904886490199 0.00923432887749165 -3.29098129131478
"ENSMUSG00000023961.17" -0.821907995936882 2.07563539019094 -3.41191356677418 0.00332923928584077 0.00923432887749165 -2.06344807025475
"ENSMUSG00000027641.14" -0.323697124095604 5.65698560776844 -3.40967973116389 0.00334536316809913 0.00927685814699828 -3.04049019615595
"ENSMUSG00000001034.18" 0.275821346802423 6.05313547759352 3.40915851722367 0.00334913641991009 0.0092851264962291 -3.1089785128204
"ENSMUSG00000045767.10" -0.208588256910907 6.91698319906309 -3.40818813406639 0.00335617260038852 0.00930243492498992 -3.30065170588145
"ENSMUSG00000039048.16" 0.339372360095065 5.3466735658261 3.40789636977525 0.00335829102457147 0.00930610765845107 -2.88727150345894
"ENSMUSG00000079435.10" 0.233133516707206 6.42880476843429 3.40624374044403 0.00337031535571241 0.00933722227739882 -3.21703130173358
"ENSMUSG00000022436.17" 0.299735218494536 5.50204492730755 3.40543306338215 0.00337622932371179 0.00935139786709311 -2.96042163710797
"ENSMUSG00000066324.3" 0.323675270640828 5.7586805118923 3.40518201160415 0.00337806285433192 0.00935426753572082 -3.07052811061397
"ENSMUSG00000056692.14" -0.201002607065467 8.22851222135856 -3.40449122163381 0.0033831130589788 0.0093660411097053 -3.48097002894134
"ENSMUSG00000032067.7" -0.28774175685716 5.68953659966213 -3.40368580478074 0.00338901071649953 0.00938015472027832 -2.96930217358036
"ENSMUSG00000021891.9" 0.358820952772549 4.7441346505923 3.40325123743754 0.00339219705981137 0.00938675902608808 -2.77064672238342
"ENSMUSG00000027752.16" -0.456593104055532 4.34529269815966 -3.40183215418064 0.00340262276754112 0.00941338798661729 -2.63880688827269
"ENSMUSG00000026203.17" -1.19653046190616 2.19575033982993 -3.40020643364993 0.00341460560047138 0.00944431117508353 -1.95104252353659
"ENSMUSG00000034880.8" 0.571717337945783 3.84097083860374 3.40000337619527 0.0034161052255736 0.00944623156435134 -2.4950373192147
"ENSMUSG00000022141.8" -0.177524170482231 8.36440882127462 -3.39838127718946 0.00342810822992614 0.00947718820104493 -3.51671317411568
"ENSMUSG00000024737.3" 0.271449094062579 6.7991810628198 3.39812427283046 0.00343001380717278 0.00948022195055058 -3.25390121589496
"ENSMUSG00000057789.15" -0.266642780882735 7.66242408188323 -3.39539252678152 0.00345033346948351 0.00953413700754807 -3.41037375377684
"ENSMUSG00000054277.9" 0.493642460078729 4.29091629963753 3.39477189317567 0.00345496654405934 0.009544690900098 -2.65120395801202
"ENSMUSG00000043059.17" -0.319323143164233 5.53140170206262 -3.39330384868779 0.00346595013238092 0.0095727796215748 -3.0518726246283
"ENSMUSG00000022292.17" -0.396490156713753 4.73111291245345 -3.39258549549551 0.00347133728364031 0.00958540168010848 -2.82846992688286
"ENSMUSG00000096459.2" -3.16474562598588 -1.58725364118757 -3.39124108148715 0.0034814417411423 0.00960892776675247 -1.69401405105849
"ENSMUSG00000025085.17" -2.25841945543081 0.642301991711313 -3.39123393013204 0.00348149556766394 0.00960892776675247 -1.88279553726971
"ENSMUSG00000049327.18" 0.227865812983358 7.42705873064489 3.39085867122241 0.00348432120693278 0.00961446430423935 -3.40512064406654
"ENSMUSG00000025228.6" -0.203512501197167 7.44753882519135 -3.38985786646526 0.00349186821187781 0.00963302307745219 -3.41386798494188
"ENSMUSG00000020594.15" -0.167599606820794 8.21342448904246 -3.3894188301924 0.00349518406070628 0.00963990336987647 -3.52089145216307
"ENSMUSG00000072568.5" 0.567855887484808 3.79152659686265 3.38917064625846 0.00349705986412613 0.00964280963944511 -2.55594010900138
"ENSMUSG00000007458.15" -0.2290754016528 8.24403919996372 -3.3879107828325 0.00350659744020901 0.00966683618652212 -3.50753831379323
"ENSMUSG00000121238.2" 0.912668968844791 1.74033741385523 3.38601521628023 0.00352099602886124 0.00970424892352969 -2.00463401614455
"ENSMUSG00000031758.11" 0.757953109768348 2.81014526379454 3.38571740526594 0.00352326349307816 0.00970821723603637 -2.14171523865696
"ENSMUSG00000004665.11" -0.197001781853531 8.76712350626714 -3.38559631861908 0.00352418583203672 0.00970847811408895 -3.5843257886828
"ENSMUSG00000025967.17" 0.258331313385336 7.7446236428637 3.38427578589422 0.00353426009693773 0.00973394480795482 -3.46444480184088
"ENSMUSG00000026766.17" 0.414608785655208 4.33912063521063 3.38334617445332 0.00354136913633761 0.00974925844249248 -2.71619523809447
"ENSMUSG00000041607.18" -0.157202040807844 8.84552515468127 -3.38333135990153 0.0035414825424945 0.00974925844249248 -3.60800690915868
"ENSMUSG00000047714.15" -0.276838919705952 6.04809910810894 -3.38270300160228 0.00354629596825739 0.0097590826740181 -3.15788282594865
"ENSMUSG00000071042.13" -1.71658386841172 -0.898998223222842 -3.38264831226821 0.00354671521221988 0.0097590826740181 -1.70990741635184
"ENSMUSG00000022610.11" -2.83565582120209 -1.26478416822015 -3.38241767618583 0.00354848378923535 0.00976165920443966 -1.71037795245872
"ENSMUSG00000032802.9" -0.916388521459092 2.91216024083373 -3.38205765488681 0.00355124627018133 0.00976696805374608 -2.07119736575775
"ENSMUSG00000101585.9" -0.559833720495065 3.60308147034792 -3.38087512420523 0.00356033493579637 0.00978966919758355 -2.51473690427246
"ENSMUSG00000011752.8" 0.376804091945828 5.17074102168066 3.38022080171637 0.00356537379990098 0.0098012267806043 -2.93895272484457
"ENSMUSG00000024330.18" 0.96307665593337 2.13589702756089 3.37878029957653 0.00357649182816816 0.0098294866786346 -2.04328959987641
"ENSMUSG00000033487.15" -0.191578280418005 7.9982781427356 -3.37640526520978 0.00359489768391972 0.00987775821793824 -3.52062052061763
"ENSMUSG00000047123.9" 0.322777192889635 5.30501744335548 3.37569169840276 0.00360044591534144 0.00989068632013001 -3.01198866950087
"ENSMUSG00000029422.16" -0.232865856946766 6.63574694341408 -3.37551152073785 0.00360184819889168 0.00989222181526561 -3.32801391095268
"ENSMUSG00000053333.16" 0.536219768634391 4.15860593438192 3.37530434836493 0.00360346124426176 0.00989433529849964 -2.69852063478732
"ENSMUSG00000022325.15" 0.898151539916868 2.57146801481699 3.37347161346638 0.00361776209276762 0.00993127763823172 -2.15642409227292
"ENSMUSG00000028703.15" 0.328123471015908 5.12438622186203 3.37178291929618 0.00363098868661032 0.00996457929826062 -2.94496633837083
"ENSMUSG00000048100.14" 0.436750390978101 4.23533374699323 3.37170601154609 0.00363159219949396 0.00996457929826062 -2.6193527628945
"ENSMUSG00000045328.12" -2.02992744636418 0.591852913353301 -3.37116257327963 0.00363585951403179 0.00997395512151377 -1.73933709859869
"ENSMUSG00000038540.15" -2.65022502801976 -0.0769910844346783 -3.37062993798997 0.00364004681229302 0.00998310710970238 -1.72519313318139
"ENSMUSG00000034602.16" -0.222104169134931 6.70102133072251 -3.3702998393933 0.00364264426769682 0.00998789557271708 -3.31947505527171
"ENSMUSG00000069170.15" -2.00325771345714 -0.707929257216795 -3.36901071081705 0.00365280564063499 0.0100134167246199 -1.72451205539085
"ENSMUSG00000075227.7" 0.467661844948931 3.92460313227406 3.36757584790633 0.00366414871898156 0.010042164596648 -2.55142881093619
"ENSMUSG00000026511.8" 0.322505815428204 5.59844600670314 3.36684161144627 0.00366996657617121 0.0100557598548209 -3.09002850078072
"ENSMUSG00000042354.8" -0.676049678615667 3.68993706036038 -3.36607678292188 0.00367603655100106 0.0100682825380126 -2.42825458704961
"ENSMUSG00000049866.13" 0.259908733795049 7.86287765481088 3.36604946409619 0.00367625354734082 0.0100682825380126 -3.48759021938692
"ENSMUSG00000111116.3" 1.16239798132076 2.33375434150727 3.36551231272819 0.00368052277231095 0.0100768744406436 -2.01381488257437
"ENSMUSG00000011382.9" 0.358432832789335 4.65952007577672 3.36543861909272 0.00368110886429306 0.0100768744406436 -2.80907720190441
"ENSMUSG00000032187.17" -0.208671631991995 7.80106972377249 -3.36404943615433 0.0036921744455034 0.0101048078034892 -3.51957737860304
"ENSMUSG00000059866.14" -0.34048790791981 5.9475247856373 -3.36384341054291 0.00369381834801555 0.0101069487338984 -3.21145205835022
"ENSMUSG00000023913.18" -0.483341198763561 8.4394470426372 -3.36303726181148 0.00370025766379362 0.0101222067155549 -3.58612144727037
"ENSMUSG00000070583.2" -0.75921578720582 2.44475096442159 -3.36210214217133 0.0037077410759516 0.0101403130848478 -2.17149354374266
"ENSMUSG00000022120.5" -0.697935546694314 2.94347867765345 -3.36137980247731 0.00371353193420861 0.0101537831208082 -2.33620968948671
"ENSMUSG00000034854.9" 0.343621657865473 5.80275479560474 3.36075425389108 0.00371855406280757 0.0101651454571738 -3.14531521061792
"ENSMUSG00000092558.4" -0.458663227609272 4.16200759651602 -3.36055153784225 0.00372018298049604 0.0101672288819242 -2.77467271435404
"ENSMUSG00000044250.9" -0.696448375918014 3.44389073154062 -3.35933096907424 0.00373000574315546 0.0101916998293067 -2.43818576520642
"ENSMUSG00000002635.12" 0.48049325850419 4.21784037182754 3.35636159778479 0.00375400954752102 0.0102548979954405 -2.66585385533684
"ENSMUSG00000024378.10" -0.398275923784771 4.96640252616859 -3.35527698871094 0.00376281534070984 0.0102759638300188 -2.92182988687001
"ENSMUSG00000070691.11" 0.410986713460807 6.17972886224014 3.35519606122333 0.00376347319810406 0.0102759638300188 -3.26946638306451
"ENSMUSG00000038295.15" 1.60922686982171 0.538180570162339 3.35496199541252 0.00376537655299303 0.0102787682026084 -1.81383615096734
"ENSMUSG00000021188.15" -0.217667869483761 6.67733755348053 -3.35459604781814 0.00376835423937309 0.0102845033103412 -3.36284803003177
"ENSMUSG00000026667.15" -0.243844032217948 7.44711950296022 -3.35447091264334 0.00376937298836881 0.0102848907079707 -3.49729717072145
"ENSMUSG00000034987.5" 0.651033985162588 3.33707733002921 3.35194550843067 0.0037899910737758 0.0103387430919512 -2.39876199963685
"ENSMUSG00000036112.16" 0.285069403854777 6.33912127313864 3.3511794787901 0.0037962671577124 0.0103534558846702 -3.29589301338725
"ENSMUSG00000012535.15" -0.233731556330803 6.57239554326512 -3.35029256643825 0.00380354646881343 0.0103708972754955 -3.3327663417128
"ENSMUSG00000028080.17" -0.409733733212198 4.84078592587821 -3.34997187648985 0.0038061819186548 0.0103756713701652 -2.91161694531981
"ENSMUSG00000060373.17" 0.205748921035709 7.57589726936121 3.34939156080924 0.00381095557833792 0.0103862706630817 -3.50772547458929
"ENSMUSG00000031004.9" 1.12536427698807 2.82359956316578 3.34905491171918 0.00381372755574425 0.0103914109707038 -2.30262835407466
"ENSMUSG00000007041.10" -0.158577903391784 8.37608243381373 -3.34833438353844 0.00381966710302403 0.0104051776865936 -3.61119680157004
"ENSMUSG00000007080.15" -2.00459369879173 0.393636593770022 -3.34716306405636 0.00382934218856079 0.0104291116489013 -1.76842756636611
"ENSMUSG00000027303.19" 0.199013981246129 6.97519298128844 3.345910365671 0.00383971626897957 0.0104549377518873 -3.43542872618739
"ENSMUSG00000043391.11" 1.09400446395842 1.89756631927351 3.34566673197808 0.00384173711809574 0.0104580126236396 -2.06832328273322
"ENSMUSG00000032316.9" -0.205871123303018 6.83538854579374 -3.34533302262774 0.00384450681673464 0.0104631241207187 -3.4280926737591
"ENSMUSG00000046139.9" -0.244331065300057 6.40805079290726 -3.34363005489336 0.00385867175685088 0.0104992390878823 -3.34426301369041
"ENSMUSG00000000902.14" 0.338134559514295 4.93896776287885 3.34105363802292 0.00388019996931372 0.0105551259631443 -2.9987712533385
"ENSMUSG00000054199.19" -0.278601493262611 6.01964801990399 -3.34095686083923 0.00388101093597967 0.0105551259631443 -3.28434287367969
"ENSMUSG00000067336.7" 0.22852313472165 7.60628688841291 3.3394637543595 0.00389354401163013 0.0105867573612474 -3.54500786775444
"ENSMUSG00000031482.10" 1.02215032767165 2.24212222861951 3.339114100151 0.00389648476956896 0.0105922981105548 -2.05439837841319
"ENSMUSG00000039804.16" -0.286103984292612 5.88700735910938 -3.33821247148362 0.00390407802508092 0.0106104808234938 -3.22555733082088
"ENSMUSG00000009549.15" 0.274965666819543 5.85046968736575 3.33779919449802 0.00390756340924564 0.0106174933496529 -3.18261159549277
"ENSMUSG00000086825.2" -2.68488245377996 -1.25052539093638 -3.33732404895492 0.00391157436322809 0.0106259303568007 -1.78889696066913
"ENSMUSG00000031146.7" 0.470077115208091 5.70997446365046 3.33683841015719 0.00391567809993111 0.0106346154462125 -3.1400287701054
