"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"ENSMUSG00000057738.15" -0.409759141767708 9.13796128755144 -9.3413471023455 4.24005873076861e-08 5.22821572172843e-07 8.01262233261118
"ENSMUSG00000024079.5" 0.884106345656033 6.69683135781203 9.34086649141798 4.24318957125786e-08 5.22821572172843e-07 8.33587346135177
"ENSMUSG00000035725.14" 0.607578077814457 7.72461929296019 9.33626974596207 4.27325685109198e-08 5.25546667397523e-07 8.16704440537969
"ENSMUSG00000032239.11" 0.843211773871003 5.31150343197825 9.33611589960843 4.27426701361668e-08 5.25546667397523e-07 8.59129089144837
"ENSMUSG00000038766.17" -0.456249508648218 8.16860561505841 -9.33393453403875 4.28861693481314e-08 5.26758917752442e-07 8.09789526685928
"ENSMUSG00000024525.8" 1.02776332026777 4.70905770434095 9.32943691626535 4.31836377541116e-08 5.29857814702646e-07 8.69233802059249
"ENSMUSG00000074671.7" -1.43913637642612 4.02454354602744 -9.32497252279978 4.34810485842421e-08 5.32741828957816e-07 8.82457546595389
"ENSMUSG00000036442.9" 0.744072090686053 5.85424587449087 9.32454681909488 4.35095202166741e-08 5.32741828957816e-07 8.42813402194333
"ENSMUSG00000055172.11" 3.01979773809088 1.22369402460747 9.31867079708804 4.39045193712338e-08 5.37017739545957e-07 8.54159313966442
"ENSMUSG00000009035.16" 0.637005463089685 7.52812258842271 9.315598301276 4.41125543698446e-08 5.3876578110008e-07 8.15987403395396
"ENSMUSG00000049625.7" 0.578151671228719 8.92871062172634 9.31520448603868 4.41392937457099e-08 5.3876578110008e-07 7.98338721583023
"ENSMUSG00000031221.8" 0.850084987552989 6.04810237982402 9.31389328011251 4.42284449026216e-08 5.39292784519493e-07 8.42260743161587
"ENSMUSG00000058594.16" 0.587893443567447 6.4784033430566 9.31232966908815 4.43350043461149e-08 5.39437404144133e-07 8.3076074986869
"ENSMUSG00000056515.10" 0.605343654011663 7.7537950490914 9.3123161544671 4.43359265342163e-08 5.39437404144133e-07 8.12065542072943
"ENSMUSG00000029033.17" 0.921752023649108 5.30036387865099 9.31169594537622 4.43782689683792e-08 5.39437404144133e-07 8.51851815457595
"ENSMUSG00000078942.11" -0.629994705826622 8.3732564048875 -9.30379495371901 4.49214046651093e-08 5.45474199504899e-07 8.02596471278399
"ENSMUSG00000030978.11" -1.14184270819649 4.24743751929702 -9.30136268149347 4.50900049687798e-08 5.46955282609914e-07 8.77663552704831
"ENSMUSG00000039987.16" -1.43025264850027 4.59603615200767 -9.26553388665657 4.76519233624608e-08 5.77434980414944e-07 8.6780105455782
"ENSMUSG00000055044.13" 1.72084680278979 5.84900230725105 9.26010963384172 4.80528873309827e-08 5.81247328777497e-07 8.33709497303582
"ENSMUSG00000017843.15" -0.47019070289112 8.53563584461713 -9.25946685882528 4.81006354708403e-08 5.81247328777497e-07 7.95100257533579
"ENSMUSG00000035311.17" 0.714036198650269 6.93769768843876 9.25927108768695 4.81151880855029e-08 5.81247328777497e-07 8.15874372992174
"ENSMUSG00000020919.12" -0.495157252007981 8.49892114581012 -9.25809566539211 4.82026599969056e-08 5.81704940086114e-07 7.9479633925263
"ENSMUSG00000035545.14" -0.523027207824121 9.30677134386256 -9.25633065767236 4.83343205414518e-08 5.82694326774131e-07 7.85149109725851
"ENSMUSG00000093674.8" 0.602650696730385 7.84385056174964 9.24729090357168 4.90145742837141e-08 5.90288456209411e-07 8.01559642972682
"ENSMUSG00000050565.17" 0.600325168401022 6.73583310049043 9.24420724973838 4.92489126734331e-08 5.92502303240379e-07 8.13456162986551
"ENSMUSG00000020572.9" 0.691128998401756 7.04002897456583 9.23773778116288 4.97443762984947e-08 5.97849932357933e-07 8.11354078795432
"ENSMUSG00000020859.18" -0.537527078236185 7.93392741397617 -9.23643347419084 4.98448978213367e-08 5.98444883771012e-07 7.98034906916148
"ENSMUSG00000026094.15" -0.645812715684875 8.32214002611057 -9.22962337040939 5.03732141929965e-08 6.04169532192075e-07 7.94904842564961
"ENSMUSG00000027650.13" -0.873059556821689 5.33450273480877 -9.22771939345036 5.05219689905204e-08 6.05334725494182e-07 8.38164418612581
"ENSMUSG00000079164.11" 2.64535022092483 2.64511500279785 9.22449894759759 5.07746264181754e-08 6.07741191719589e-07 8.74013143621031
"ENSMUSG00000018381.16" -1.09607386824863 8.79008407347162 -9.2205884587749 5.1083202093007e-08 6.10811376708432e-07 7.88512093213611
"ENSMUSG00000053411.17" -0.925078667422106 5.23011735621492 -9.21888346426776 5.12183575070857e-08 6.11803801994007e-07 8.37147963720742
"ENSMUSG00000031591.15" 0.48805146574248 8.48711625439292 9.21154133482454 5.18046665446103e-08 6.18177760496723e-07 7.8909900454807
"ENSMUSG00000042644.10" -1.79235878543283 5.2117390057233 -9.20463355961594 5.23627144513656e-08 6.24201870441583e-07 8.42818563344755
"ENSMUSG00000004040.17" -0.461694424084799 9.11467677874672 -9.20353084437616 5.24523793625895e-08 6.24635949160583e-07 7.79844671053785
"ENSMUSG00000068284.15" -0.640561035896341 7.92797058322476 -9.20117481777983 5.26444942177624e-08 6.26287948452691e-07 7.91745682891034
"ENSMUSG00000028980.15" 0.579751757897883 6.59328431987136 9.1987163567846 5.28457482152613e-08 6.28045214351586e-07 8.0924162962443
"ENSMUSG00000058290.5" 1.65567339407832 3.46924299111703 9.19435698507791 5.32045992581136e-08 6.31669989167684e-07 8.71910535584337
"ENSMUSG00000024235.12" -0.940916720812192 5.99104502098536 -9.19100260455822 5.3482460473223e-08 6.34326856775435e-07 8.24498717633396
"ENSMUSG00000029103.17" 0.697806766114826 6.58855100235173 9.18869201648025 5.36747431040158e-08 6.35964380414248e-07 8.09064827788158
"ENSMUSG00000032846.13" 0.768939759490983 6.38942620176364 9.18756393179742 5.3768883189185e-08 6.36436932198931e-07 8.13048988256659
"ENSMUSG00000007850.17" -0.465494703805511 8.57313881308003 -9.18291242204617 5.41588891560886e-08 6.40400756986998e-07 7.82101760962935
"ENSMUSG00000056394.21" -1.99379197098052 3.01084533643516 -9.18227037385787 5.42129541081065e-08 6.40400756986998e-07 8.71644086616253
"ENSMUSG00000112360.3" -2.93346305737271 2.11485015744088 -9.16713856085604 5.55036704988477e-08 6.54987982848575e-07 8.60491187048591
"ENSMUSG00000031129.10" 1.02848750362006 5.29195122102046 9.16110343932127 5.60274027086082e-08 6.60503953539672e-07 8.33662261685307
"ENSMUSG00000037434.8" 0.932721146982111 4.8464001511283 9.15275757877306 5.67602106847404e-08 6.68471155955828e-07 8.33112156115385
"ENSMUSG00000003062.14" 1.26261663814678 4.19614617731505 9.14436282667039 5.75074510072796e-08 6.76592176845927e-07 8.55200361934153
"ENSMUSG00000021665.10" 0.69569613155164 7.23506985650544 9.12953625833541 5.88524960168607e-08 6.9172322472723e-07 7.89729601202211
"ENSMUSG00000024011.18" 0.710409945999767 7.33584983827444 9.12638598685242 5.91425069733719e-08 6.94436042840493e-07 7.88108806146147
"ENSMUSG00000045193.14" -0.928317413656242 6.03348809899036 -9.12234681554442 5.95165418170805e-08 6.98129035514354e-07 8.15978138050341
"ENSMUSG00000050103.19" -2.93693513036123 1.29122407309091 -9.1183108735988 5.98927541631023e-08 7.01840166167023e-07 8.42501458330945
"ENSMUSG00000029234.14" 0.820180712203654 5.90828697523335 9.10972786091026 6.07011328019197e-08 7.10603081603311e-07 8.08952513896103
"ENSMUSG00000028525.17" -1.11513635874135 7.19680956486023 -9.10827782626225 6.08388272568224e-08 7.1150492893572e-07 7.93436631455597
"ENSMUSG00000015243.5" -1.74151768271059 5.18953337038929 -9.09737777589822 6.18844248464646e-08 7.22627276467649e-07 8.34287899795045
"ENSMUSG00000039217.14" 1.34827158677003 3.94681405922479 9.09708179121586 6.19130786743382e-08 7.22627276467649e-07 8.48499868708068
"ENSMUSG00000032232.15" 2.75686102213384 1.90789361869308 9.09509319799484 6.21059521806591e-08 7.24157871848043e-07 8.57297129291265
"ENSMUSG00000073702.12" 0.503537295548982 7.31506753480666 9.09028927524885 6.25744863403058e-08 7.28896449624416e-07 7.8246920433767
"ENSMUSG00000035596.15" 0.667333268652665 6.66933716286849 9.0828234910891 6.33100004170595e-08 7.36732445329472e-07 7.90277414845043
"ENSMUSG00000032280.18" 0.602868385987238 8.1593736151433 9.07904708548438 6.36854888780682e-08 7.4036747724454e-07 7.68021342974673
"ENSMUSG00000043432.8" -1.49918928204009 5.22473583661599 -9.07732550678663 6.38574393075581e-08 7.41631448591739e-07 8.23571348092073
"ENSMUSG00000032598.9" 0.936294663783381 5.18752273730152 9.07318341926915 6.42731451257663e-08 7.45721060658001e-07 8.18825177569906
"ENSMUSG00000053716.10" 0.900564727989527 6.08590761453439 9.07230086464036 6.4362085439699e-08 7.46015081232875e-07 7.93612209553821
"ENSMUSG00000047293.8" 3.98632267081087 1.39243909747955 9.06803389682248 6.47939158589317e-08 7.50279005947945e-07 8.06453925548846
"ENSMUSG00000015947.11" 1.42730371259008 6.66924921731345 9.06610697844666 6.49899199574997e-08 7.51806470514272e-07 7.94702014039323
"ENSMUSG00000078616.3" 3.68720196135321 1.72702717281358 9.06086626079623 6.55261490470273e-08 7.57262786523774e-07 8.29566583831597
"ENSMUSG00000026496.12" 0.778279708430803 6.50343119132107 9.05556167754312 6.60736355712996e-08 7.628383319403e-07 7.88622783740943
"ENSMUSG00000004936.9" -0.545641114442512 7.53399504248885 -9.05256457007239 6.63850842737455e-08 7.6514658931774e-07 7.7293125959959
"ENSMUSG00000051228.6" -4.09424707644048 0.511197343057427 -9.05219970412264 6.6423104727556e-08 7.6514658931774e-07 8.01889341441154
"ENSMUSG00000031613.10" -1.25384915807861 7.8510837220795 -9.05175710276182 6.64692561393672e-08 7.6514658931774e-07 7.68641270621735
"ENSMUSG00000036473.17" 1.80044491839114 3.64631183638893 9.04686167730078 6.69819639111307e-08 7.70292584978003e-07 8.46323649470698
"ENSMUSG00000025491.15" -1.94197458083528 4.85368066409498 -9.0411447525099 6.75859580583468e-08 7.76477265449959e-07 8.27968121218349
"ENSMUSG00000034663.14" 0.57685585142521 6.55020993353067 9.03838397330676 6.78796754224596e-08 7.79088642568935e-07 7.8599333249417
"ENSMUSG00000037331.16" 0.541960600256739 8.1171394404955 9.03111507248391 6.86594223794835e-08 7.87235743153435e-07 7.62639800115774
"ENSMUSG00000029426.9" 0.501058766853401 7.56824130523308 9.03051941568466 6.8723734099669e-08 7.87235743153435e-07 7.6669008468837
"ENSMUSG00000032178.15" -0.816705917676028 5.39064838127978 -9.02407135199825 6.94239700942372e-08 7.94481140688197e-07 8.07779599863908
"ENSMUSG00000029416.18" -0.575190264315612 7.07826930215543 -9.01469106291464 7.04560102854749e-08 8.055058485854e-07 7.7180199715107
"ENSMUSG00000039230.15" 0.780705545073506 5.44916590511009 9.01229659935089 7.07220210126015e-08 8.07759792091349e-07 8.00005533576818
"ENSMUSG00000047539.10" -0.724309478979193 6.17486562802942 -9.01089822530334 7.08778585589056e-08 8.08752218770392e-07 7.8868780013474
"ENSMUSG00000036246.15" -0.419447059457161 8.3410309221524 -9.00783553656179 7.12204287023671e-08 8.11757845435994e-07 7.55166268114237
"ENSMUSG00000030522.15" 1.01197049021702 5.16099088477978 9.00670116784114 7.13477507718858e-08 8.11757845435994e-07 8.08419673937344
"ENSMUSG00000031133.13" 0.61430188758946 7.70939072390907 9.00669113456401 7.1348877974809e-08 8.11757845435994e-07 7.62732290497969
"ENSMUSG00000035711.6" -0.496705150787125 8.32329906694872 -9.00440894860823 7.16057588101118e-08 8.13891037638189e-07 7.55245450687569
"ENSMUSG00000024045.7" -0.565127846504366 7.4735656948584 -8.99677586301309 7.2471994629544e-08 8.22939493712053e-07 7.63602252935771
"ENSMUSG00000028937.15" 1.19028562054071 4.49955134316419 8.98508942368924 7.38195543828522e-08 8.37430728153633e-07 8.20311235019597
"ENSMUSG00000062908.13" 0.786999310610122 5.7306459871044 8.97839956168206 7.46027502952842e-08 8.45497836679887e-07 7.92812532347685
"ENSMUSG00000021876.16" 0.863793955531694 4.81118484731702 8.97688003194801 7.4781854860104e-08 8.46709611495193e-07 8.1067944856684
"ENSMUSG00000036820.13" 1.15155191034214 4.7996826641328 8.97098617668782 7.54808272920351e-08 8.53799521827938e-07 8.14598989268861
"ENSMUSG00000021143.11" 0.491339886080394 7.96142587556627 8.9662411919995 7.60485227656823e-08 8.58636976395598e-07 7.53289617108719
"ENSMUSG00000037849.9" 1.94646627624052 5.28520329241333 8.96618821247579 7.60548864855095e-08 8.58636976395598e-07 8.00946537896852
"ENSMUSG00000030717.10" -0.913460917468852 6.25470388853037 -8.95933408570143 7.68829035691029e-08 8.66705025952413e-07 7.82044527588728
"ENSMUSG00000022389.16" -1.42497975149746 5.16935878299854 -8.95905103330452 7.69173002571579e-08 8.66705025952413e-07 8.04223544232314
"ENSMUSG00000037461.11" -0.796326591414675 5.38532823308545 -8.95166454804902 7.78206326161369e-08 8.76042246244996e-07 7.94435056813281
"ENSMUSG00000026355.12" -1.56150419080547 4.12721845371046 -8.94805639746964 7.82659257872176e-08 8.80083425018635e-07 8.20330637782359
"ENSMUSG00000026833.19" 1.71099702650382 6.53733234740393 8.94754160087294 7.83296756794079e-08 8.80083425018635e-07 7.760620601923
"ENSMUSG00000040188.11" 0.499669983507308 7.00523332251505 8.94192811973987 7.90283624043253e-08 8.87083914835153e-07 7.612550921736
"ENSMUSG00000028862.7" 2.37692850289891 3.19928879390941 8.92429199952392 8.12662431960485e-08 9.10326062114347e-07 8.31453750609046
"ENSMUSG00000022463.9" -0.722200546685797 8.20510772647658 -8.92413502241006 8.12864577347033e-08 9.10326062114347e-07 7.43470911073078
"ENSMUSG00000027907.5" 0.926220512769234 7.0073415204203 8.92378326227947 8.1331774347471e-08 9.10326062114347e-07 7.61892218840509
"ENSMUSG00000122042.1" 4.12646019126694 0.959235952246053 8.92298223836851 8.14350675544863e-08 9.10613291147878e-07 7.66960772851577
"ENSMUSG00000047205.13" 3.17503567369578 1.57278325154606 8.91886039520974 8.19687621912927e-08 9.15708171908441e-07 8.17530600526969
"ENSMUSG00000020273.14" -0.839338035251901 5.32108758346344 -8.91481084126082 8.24966653719881e-08 9.20728720088887e-07 7.87803143587106
"ENSMUSG00000042524.15" -0.483450974870632 7.47452034453288 -8.91166236118529 8.29095638462397e-08 9.24457399160068e-07 7.48907408836837
"ENSMUSG00000020849.14" 0.477412659525912 8.38288417663846 8.90962543062403 8.31778439761406e-08 9.26568005546181e-07 7.39396810738073
"ENSMUSG00000000682.8" 0.526478127665966 8.59933702212805 8.90552245643348 8.37210026321147e-08 9.31733738970309e-07 7.37269921887759
"ENSMUSG00000035835.15" 4.25258691352257 1.00570375653741 8.8950608964458 8.51228003465214e-08 9.46436443663219e-07 7.5307454536063
"ENSMUSG00000033039.11" -0.829142585003704 5.52786234052053 -8.89235147568618 8.54898422504471e-08 9.49617281816046e-07 7.82601499469825
"ENSMUSG00000004661.16" -0.879237412713743 4.98359764063211 -8.88865359233576 8.59934669630952e-08 9.54307821643431e-07 7.92749482332896
"ENSMUSG00000039936.19" 0.407553973155137 9.29885306087208 8.88515145028244 8.64732984918794e-08 9.58725700670837e-07 7.25720090449397
"ENSMUSG00000020440.15" 0.501015548827104 7.18902052617425 8.87766130404984 8.75089658607226e-08 9.69291944802904e-07 7.49684188954442
"ENSMUSG00000018293.5" -0.459002307938356 9.63237682490861 -8.87691059512286 8.76134807117083e-08 9.69534083724848e-07 7.21180053895097
"ENSMUSG00000058624.14" 0.54290994978477 9.3739930232062 8.87474256803842 8.79160513470232e-08 9.71965393308749e-07 7.24691372653245
"ENSMUSG00000025464.16" 1.55439572534529 3.57354528329017 8.86067284205692 8.99064109931553e-08 9.92158243591672e-07 8.20424980878785
"ENSMUSG00000022013.5" 0.870024561913763 4.88672901691269 8.8606359071965 8.99116976076681e-08 9.92158243591672e-07 7.95398689291295
"ENSMUSG00000036678.9" -1.34303205748321 4.25567994945339 -8.85556529654873 9.06405708767855e-08 9.99261180812682e-07 8.07282407382091
"ENSMUSG00000020661.17" -0.807496424500113 6.66904218200503 -8.84293728151171 9.24828035045061e-08 1.01861341324681e-06 7.51303504301491
"ENSMUSG00000076609.3" -5.50596140298313 3.49834496865007 -8.8401370190523 9.28966047201492e-08 1.02221123205192e-06 8.19076262510115
"ENSMUSG00000041538.17" -2.63405205608693 3.1186093141368 -8.82937142251073 9.45056046958872e-08 1.03894165237372e-06 8.17906067892403
"ENSMUSG00000036427.6" 0.515217816488477 9.11587332526833 8.82588758698093 9.50325188039465e-08 1.04375603517818e-06 7.18673756410956
"ENSMUSG00000022960.14" -1.4709447101787 3.9673436092505 -8.82243863503326 9.55571879279678e-08 1.04787929465995e-06 8.05750663331803
"ENSMUSG00000071379.3" 0.605779537224257 6.97383094500273 8.82224586467934 9.55866023261847e-08 1.04787929465995e-06 7.44354783149242
"ENSMUSG00000027405.17" -0.945964721376372 5.58674385714513 -8.82011187085111 9.59128578346068e-08 1.05027741282362e-06 7.72698636373783
"ENSMUSG00000028538.13" 1.01374613158374 4.53941253105029 8.8196447309335 9.59844319306842e-08 1.05027741282362e-06 7.91305566223617
"ENSMUSG00000002111.10" -0.456750890624718 9.50393089995717 -8.81182107267955 9.71915029681795e-08 1.06249424959622e-06 7.12092876647887
"ENSMUSG00000074093.5" 1.82559231766147 3.78584228153008 8.81078531601787 9.73524918410488e-08 1.06326324887849e-06 8.09219053761473
"ENSMUSG00000028484.17" -0.842732684324922 5.47407480459096 -8.80805603990856 9.77780451445552e-08 1.06691764608896e-06 7.70245255404656
"ENSMUSG00000030674.6" -1.8925500221927 2.30243654815122 -8.80472508339579 9.83000542010421e-08 1.07161676187567e-06 8.1375050195332
"ENSMUSG00000029428.14" 1.0513491164275 4.92990519589017 8.80049495957697 9.89671850421755e-08 1.07788772566826e-06 7.81565476754855
"ENSMUSG00000038301.16" 0.668408860238906 6.56723472697472 8.79794984719666 9.93708562597834e-08 1.08128028193623e-06 7.45633797083634
"ENSMUSG00000037926.16" -0.541817637720667 9.85635709663551 -8.7901158334823 1.0062423724805e-07 1.09390389519891e-06 7.02454248332051
"ENSMUSG00000098557.2" 0.600565497322394 8.9404001198119 8.78652654570216 1.01204014221778e-07 1.09918804335319e-06 7.12922138842802
"ENSMUSG00000026600.13" 0.504216036349275 8.50434221128637 8.78572044454471 1.01334703916337e-07 1.09958934036876e-06 7.16527537677383
"ENSMUSG00000033192.6" -1.18323039038126 6.74688010499406 -8.77142948712307 1.03681204546508e-07 1.12401157978793e-06 7.45988755245958
"ENSMUSG00000004319.16" -0.6967340369834 5.91601184640727 -8.76018876139477 1.05566816713848e-07 1.1424805606018e-06 7.53648317343066
"ENSMUSG00000025498.16" 1.03722175738888 7.99844263000238 8.76011316500957 1.05579618729101e-07 1.1424805606018e-06 7.20770714374911
"ENSMUSG00000032788.16" 0.613315612328146 6.3356489400555 8.75587131862363 1.06300573176188e-07 1.14922186484487e-06 7.41437154630197
"ENSMUSG00000075284.11" 0.462759879763366 8.37154919939945 8.75438161582096 1.06554988007001e-07 1.15091161079385e-06 7.13863003834306
"ENSMUSG00000005936.20" 0.526482381958862 7.71766512939775 8.74837113117894 1.07587965002751e-07 1.16099984312996e-06 7.19235126513621
"ENSMUSG00000030796.18" -3.87434959825067 0.164061454261023 -8.7402961625399 1.08992281101649e-07 1.17507303062715e-06 7.34119515623778
"ENSMUSG00000048174.3" -1.04928002000366 3.92453655128905 -8.7379154104872 1.09409970217757e-07 1.17849306763479e-06 7.87335755677243
"ENSMUSG00000037487.8" -0.494589203982548 7.76026269464232 -8.73529219875794 1.09872138593002e-07 1.18238549146415e-06 7.1747940287435
"ENSMUSG00000021660.15" 0.654226537286737 7.4216022646698 8.73023393758094 1.10769103862326e-07 1.19094554381768e-06 7.22672100163267
"ENSMUSG00000021880.8" -0.562328800414715 7.6384008807927 -8.72893639873936 1.11000425475251e-07 1.19233973518745e-06 7.18494865870605
"ENSMUSG00000049130.7" -1.36180245125157 5.86202280673814 -8.72708634773312 1.11331122383276e-07 1.19479786418649e-06 7.59147399947911
"ENSMUSG00000006307.17" -0.513951387237475 7.49331619311563 -8.71852944496282 1.12874142591111e-07 1.21025017604546e-06 7.16733493034169
"ENSMUSG00000032786.17" 0.756965082163964 5.54132180737768 8.71461987308601 1.13586570357778e-07 1.2167766852025e-06 7.53411281312282
"ENSMUSG00000040479.13" -0.503823770473366 8.35170954014025 -8.71159973918485 1.14140140934784e-07 1.22159110690239e-06 7.06438351999088
"ENSMUSG00000034652.13" -0.464052659948749 9.42600718862832 -8.70734245218788 1.14925274637669e-07 1.22887280902448e-06 6.93285983799928
"ENSMUSG00000028864.8" -0.981404564740161 5.1360071280748 -8.69695700461942 1.16864381989383e-07 1.24846921742756e-06 7.59527994702386
"ENSMUSG00000011884.14" 0.517192555017175 7.91276447915646 8.69081436392027 1.18027390326053e-07 1.2597463953818e-06 7.07066062706015
"ENSMUSG00000026126.16" 0.721043505974441 6.28011590941907 8.6859811409311 1.18950996123612e-07 1.26845016775451e-06 7.32858516054422
"ENSMUSG00000005823.10" 0.560899517919571 6.70364892293943 8.68348086242043 1.19431753612333e-07 1.27242004529761e-06 7.23328412539273
"ENSMUSG00000041926.16" 0.482041835391338 7.79638878548253 8.68255205545186 1.19610863820723e-07 1.27317189892657e-06 7.08263814615682
"ENSMUSG00000022283.16" 0.37108669905067 10.5832718592234 8.67956135555526 1.20189500122402e-07 1.27817120257096e-06 6.77288440615017
"ENSMUSG00000021775.12" -0.995242558828358 4.97467878441561 -8.67739945270726 1.2060960612057e-07 1.28147706503105e-06 7.62072475801243
"ENSMUSG00000023861.19" 1.48215415422685 4.79809430828717 8.67150965695945 1.21761941317607e-07 1.29254983860229e-06 7.6858720697843
"ENSMUSG00000035517.18" 0.647252512388828 6.64610602868129 8.66848396545263 1.22358391361638e-07 1.2975188718898e-06 7.23204066069599
"ENSMUSG00000089929.2" -4.04052740676936 0.891750284743196 -8.66801419973313 1.22451269495483e-07 1.2975188718898e-06 7.37782121395501
"ENSMUSG00000126610.1" 2.22580539485933 2.00171637324308 8.6674401928299 1.22564857505228e-07 1.29755034163928e-06 7.90072909466008
"ENSMUSG00000049848.8" 1.59807146374062 2.6917061070187 8.66682138632567 1.22687434280964e-07 1.29767682968053e-06 7.91724159880308
"ENSMUSG00000059288.15" -0.856859815221909 5.40304697402977 -8.66263469852795 1.23520135833749e-07 1.30520980214591e-06 7.48135632886584
"ENSMUSG00000075595.10" 0.518652776500647 6.91377395595 8.66212370477766 1.23622173076224e-07 1.30520980214591e-06 7.1595633288731
"ENSMUSG00000053113.4" -0.989381439449443 7.80505646598788 -8.64230679843085 1.27648130566612e-07 1.34609475875091e-06 7.04805523445512
"ENSMUSG00000036138.17" 0.606452520092285 6.30042567954824 8.64142026392715 1.27831412825052e-07 1.34609475875091e-06 7.26349112901044
"ENSMUSG00000002028.14" -0.622453869180856 7.59400727634248 -8.64093670665576 1.27931499591448e-07 1.34609475875091e-06 7.01942787453541
"ENSMUSG00000027506.16" 0.67739439692463 9.04297682280133 8.64083001417331 1.27953593862512e-07 1.34609475875091e-06 6.87145678669581
"ENSMUSG00000019951.11" 0.756410142588469 6.69290888922869 8.63974988785965 1.2817749539441e-07 1.34724195427996e-06 7.17798574776931
"ENSMUSG00000031925.18" -1.45987445819719 4.05256699018626 -8.63439073185145 1.29294486146559e-07 1.35776573187031e-06 7.73425812238034
"ENSMUSG00000017677.12" -0.48862676622177 7.72257354222612 -8.63302522355416 1.29580719885575e-07 1.35955442241305e-06 7.00351240302315
"ENSMUSG00000038910.8" 0.638994394913089 6.81026489643941 8.61971907619346 1.32404882963472e-07 1.3879439474187e-06 7.1235880288214
"ENSMUSG00000046020.14" -0.581715661665927 6.08238496560715 -8.61913785872385 1.32529702303577e-07 1.38801197144728e-06 7.22778271849534
"ENSMUSG00000060512.8" 1.55052629935339 4.01617566957853 8.58280967377222 1.40581018165516e-07 1.47102171550536e-06 7.68109924519169
"ENSMUSG00000021830.15" 1.16430520980916 5.35213063453263 8.57584944099503 1.42181169141328e-07 1.48643949556843e-06 7.30178912625327
"ENSMUSG00000066677.13" 2.48826051647585 2.77561472276756 8.57290397781151 1.42864057367507e-07 1.49224879155908e-06 7.75118721480766
"ENSMUSG00000026547.16" 0.951691163204336 8.33751868842464 8.56958959775844 1.43636582628095e-07 1.49898319771135e-06 6.84353056412986
"ENSMUSG00000026701.16" 0.846982265465027 5.94905289350903 8.56655916747054 1.44346750077854e-07 1.50505544747843e-06 7.21294791941811
"ENSMUSG00000042608.16" -0.510414500381771 7.35121451543034 -8.55927840822333 1.46068022298081e-07 1.52165000138232e-06 6.93636543116244
"ENSMUSG00000022108.9" 0.447979373721344 9.9507301998025 8.556125342187 1.46820102994868e-07 1.52812760259965e-06 6.64116247480612
"ENSMUSG00000068335.7" -0.831272312343021 6.20079353101974 -8.55100691218935 1.48049609395185e-07 1.53955843812546e-06 7.1064942751359
"ENSMUSG00000097585.5" -0.971059152147417 5.66509018817844 -8.54696502753354 1.49028128344143e-07 1.54836133346041e-06 7.25057919774226
"ENSMUSG00000021140.10" -0.607233074352146 7.75459913823279 -8.54000831798585 1.50728191135618e-07 1.56463865665558e-06 6.84921238986462
"ENSMUSG00000059714.14" 0.682954494747562 6.46266433808323 8.53373451825879 1.52278771014588e-07 1.57801893976932e-06 7.06790189208911
"ENSMUSG00000038970.8" -1.05550278519036 5.61255072026896 -8.53370451333698 1.52286226753527e-07 1.57801893976932e-06 7.17959827499859
"ENSMUSG00000020277.11" -0.707225947057156 5.91485385476558 -8.52878018704689 1.53515032777615e-07 1.58934804455553e-06 7.17279979478027
"ENSMUSG00000026029.15" 0.576210635159916 6.67047628226037 8.52365860027728 1.54804074658122e-07 1.59987793717527e-06 6.97569471344794
"ENSMUSG00000034248.8" -0.661919905693056 6.598134629124 -8.52365534153807 1.5480489843938e-07 1.59987793717527e-06 6.97797027603403
"ENSMUSG00000039270.10" -0.861983482691418 7.15655977560145 -8.514553755212 1.57123694817446e-07 1.62241279947944e-06 6.87656722878921
"ENSMUSG00000052776.11" 0.943250613095092 6.38137315707325 8.51034047898202 1.58209382245926e-07 1.63218650285375e-06 7.00196461260216
"ENSMUSG00000079017.4" 1.12993421221049 7.06473808309116 8.5056120854728 1.59437159405391e-07 1.64340762726295e-06 6.89306604131151
"ENSMUSG00000018167.11" 0.662614170475591 6.53581724077398 8.5040052251582 1.59856663734905e-07 1.64628504443409e-06 6.96009508658967
"ENSMUSG00000019876.16" 1.81487120553161 3.744108865518 8.49816875625393 1.61390136429458e-07 1.66061956168205e-06 7.61731762955147
"ENSMUSG00000006289.15" 0.671314017697551 5.62149227073587 8.49262986757391 1.62859660328076e-07 1.67427152992842e-06 7.1548830078966
"ENSMUSG00000120140.2" -1.12415886830097 4.75544299262041 -8.48589302315229 1.6466590395078e-07 1.68891204357267e-06 7.39656642137042
"ENSMUSG00000022757.20" 0.640072798702224 5.92829244131514 8.48582590580464 1.64684004141527e-07 1.68891204357267e-06 7.07969469277313
"ENSMUSG00000096210.3" 0.686766455500141 6.73215957429906 8.48570832439474 1.64715718486542e-07 1.68891204357267e-06 6.93170427641015
"ENSMUSG00000022664.12" 0.785261264812905 5.5471364726263 8.48434942779623 1.65082707388928e-07 1.6898519616973e-06 7.15171502291934
"ENSMUSG00000026107.12" -0.915787028400081 7.4802398485235 -8.48430207402135 1.65095511347408e-07 1.6898519616973e-06 6.77553207998687
"ENSMUSG00000042541.11" 0.551969852304656 7.22056164714906 8.48268477231995 1.65533436868866e-07 1.69285720529363e-06 6.83637697011347
"ENSMUSG00000041801.6" -4.49678453081168 0.912426987752589 -8.48054056893247 1.66115908915891e-07 1.69733415643154e-06 7.14703587235247
